120;0111700;"CAçAMBAS, PáS, GANCHOS E TENAZES PARA MáQUINAS RODOVIáRIAS";
121;0111800;"GERADORES DE CORRENTE ALTERNADA DE POTêNCIA NãO SUPERIOR A 75 KVA";
122;0111900;"APARELHOS ELéTRICOS PARA ALARME DE USO AUTOMOTIVO";
123;0112000;BúSSOLAS;
124;0112100;"INDICADORES DE TEMPERATURA";
125;0112200;"PARTES DE INDICADORES DE TEMPERATURA";
126;0112300;"PARTES DE APARELHOS DE MEDIDA OU CONTROLE";
127;0112400;TERMOSTATOS;
128;0112500;"INSTRUMENTOS E APARELHOS PARA REGULAçãO";
129;0112600;PRESSOSTATOS;
130;0112700;"PEçAS PARA REBOQUES E SEMIRREBOQUES, EXCETO OS ITENS CLASSIFICADOS NO CEST 01.077.00";
131;0112800;"GERADORES DE AR QUENTE A COMBUSTíVEL LíQUIDO, COM CAPACIDADE SUPERIOR OU IGUAL A 1.500 KCAL/H, MAS INFERIOR OU IGUAL A 10.400 KCAL/H, DO TIPO DOS UTILIZADOS EM VEíCULOS AUTOMóVEIS";
132;0199900;"OUTRAS PEçAS, PARTES E ACESSóRIOS PARA VEíCULOS AUTOMOTORES NãO RELACIONADOS NOS DEMAIS ITENS DESTE ANEXO";
133;0200100;"APERITIVOS, AMARGOS, BITTER E SIMILARES";
134;0200200;"BATIDA E SIMILARES";
135;0200300;"BEBIDA ICE";
136;0200400;"CACHAçA E AGUARDENTES";
137;0200500;"CATUABA E SIMILARES";
138;0200600;"CONHAQUE, BRANDY E SIMILARES";
139;0200700;COOLER;
140;0200800;"GIM (GIN) E GENEBRA";
141;0200900;"JURUBEBA E SIMILARES";
142;0201000;"LICORES E SIMILARES";
143;0201100;PISCO;
144;0201200;RUM;
145;0201300;SAQUê;
146;0201400;STEINHAEGER;
147;0201500;TEQUILA;
148;0201600;UíSQUE;
149;0201700;"VERMUTE E SIMILARES";
150;0201800;VODKA;
151;0201900;"DERIVADOS DE VODKA";
152;0202000;ARAK;
153;0202100;"AGUARDENTE VíNICA / GRAPPA";
154;0202200;"SIDRA E SIMILARES";
155;0202300;"SANGRIAS E COQUETéIS";
156;0202400;"VINHOS DE UVAS FRESCAS, INCLUINDO OS VINHOS ENRIQUECIDOS COM áLCOOL; MOSTOS DE UVAS.";
157;0299900;"OUTRAS BEBIDAS ALCOóLICAS NãO ESPECIFICADAS NOS ITENS ANTERIORES";
158;0300100;"ÁGUA MINERAL, GASOSA OU NãO, OU POTáVEL, NATURAIS, EM GARRAFA DE VIDRO, RETORNáVEL OU NãO, COM CAPACIDADE DE ATé 500 ML";
159;0300200;"ÁGUA MINERAL, GASOSA OU NãO, OU POTáVEL, NATURAIS, EM EMBALAGEM COM CAPACIDADE IGUAL OU SUPERIOR A 5.000 ML; EXCETO AS CLASSIFICADAS NO CEST 03.024.00 E 03.025.00";
160;0300300;"ÁGUA MINERAL, GASOSA OU NãO, OU POTáVEL, NATURAIS, EM EMBALAGEM DE VIDRO, NãO RETORNáVEL, COM CAPACIDADE DE ATé 300 ML";
161;0300400;"ÁGUA MINERAL, GASOSA OU NãO, OU POTáVEL, NATURAIS, EM GARRAFA PLáSTICA DE 1.500 ML";
162;0300500;"ÁGUA MINERAL, GASOSA OU NãO, OU POTáVEL, NATURAIS, EM COPOS PLáSTICOS E EMBALAGEM PLáSTICA COM CAPACIDADE DE ATé 500 ML";
163;0300600;"OUTRAS áGUAS MINERAIS, POTáVEIS OU NATURAIS, GASOSAS OU NãO, INCLUSIVE GASEIFICADAS; EXCETO AS CLASSIFICADAS NO CEST 03.024.00 E 03.025.00";
164;0300700;"ÁGUAS MINERAIS, POTáVEIS OU NATURAIS, GASOSAS OU NãO, INCLUSIVE GASEIFICADAS OU AROMATIZADAS ARTIFICIALMENTE, EXCETO OS REFRESCOS E REFRIGERANTES";
165;0300800;"OUTRAS áGUAS MINERAIS, POTáVEIS OU NATURAIS, GASOSAS OU NãO, INCLUSIVE GASEIFICADAS OU AROMATIZADAS ARTIFICIALMENTE";
166;0301000;"REFRIGERANTES EM GARRAFA COM CAPACIDADE IGUAL OU SUPERIOR A 600 ML, EXCETO OS CLASSIFICADOS NO CEST 03.011.01";
167;0301100;"DEMAIS REFRIGERANTES, EXCETO OS CLASSIFICADOS NO CEST 03.010.00 E 03.011.01";
168;0301101;"ESPUMANTES SEM áLCOOL";
169;0301200;"XAROPE OU EXTRATO CONCENTRADO DESTINADOS AO PREPARO DE REFRIGERANTE EM MáQUINA “PRé-MIX” OU “POST-MIX”";
170;0301300;"BEBIDAS ENERGéTICAS EM EMBALAGEM COM CAPACIDADE INFERIOR A 600ML";
171;0301400;"BEBIDAS ENERGéTICAS EM EMBALAGEM COM CAPACIDADE IGUAL OU SUPERIOR A 600ML";
172;0301500;"BEBIDAS HIDROELETROLíTICAS EM EMBALAGEM COM CAPACIDADE INFERIOR A 600ML";
173;0301600;"BEBIDAS HIDROELETROLíTICAS EM EMBALAGEM COM CAPACIDADE IGUAL OU SUPERIOR A 600ML";
174;0302100;CERVEJA;
175;0302200;"CERVEJA SEM áLCOOL";
176;0302300;CHOPE;
177;0302400;"ÁGUA MINERAL EM EMBALAGENS RETORNáVEIS COM CAPACIDADE IGUAL OU SUPERIOR A 10 (DEZ) E INFERIOR A 20 (VINTE) LITROS";
178;0302500;"ÁGUA MINERAL EM EMBALAGENS RETORNáVEIS COM CAPACIDADE IGUAL OU SUPERIOR A 20 (VINTE) LITROS";
179;0400100;"CHARUTOS, CIGARRILHAS E CIGARROS, DE TABACO OU DOS SEUS SUCEDâNEOS";
180;0400200;"TABACO PARA FUMAR, MESMO CONTENDO SUCEDâNEOS DE TABACO EM QUALQUER PROPORçãO";
181;0500100;CIMENTO;
182;0600100;"ÁLCOOL ETíLICO NãO DESNATURADO, COM UM TEOR ALCOóLICO EM VOLUME IGUAL OU SUPERIOR A 80% VOL - COM UM TEOR DE áGUA IGUAL OU INFERIOR A 1 % VOL (áLCOOL ETíLICO ANIDRO COMBUSTíVEL)";
183;0600101;"ÁLCOOL ETíLICO NãO DESNATURADO, COM UM TEOR ALCOóLICO EM VOLUME IGUAL OU SUPERIOR A 80% VOL - OUTROS (áLCOOL ETíLICO HIDRATADO COMBUSTíVEL)";
184;0600200;"GASOLINA AUTOMOTIVA A, EXCETO PREMIUM";
185;0600201;"GASOLINA AUTOMOTIVA C, EXCETO PREMIUM";
186;0600202;"GASOLINA AUTOMOTIVA A PREMIUM";
187;0600203;"GASOLINA AUTOMOTIVA C PREMIUM";
188;0600300;"GASOLINA DE AVIAçãO";
189;0600400;"QUEROSENES, EXCETO DE AVIAçãO";
190;0600500;"QUEROSENE DE AVIAçãO";
191;0600600;"ÓLEO DIESEL A, EXCETO S10 E MARíTIMO";
192;0600601;"ÓLEO DIESEL B, EXCETO S10 (MISTURA OBRIGATóRIA)";
193;0600602;"ÓLEO DIESEL B, EXCETO S10 (MISTURAS AUTORIZATIVAS)";
194;0600603;"ÓLEO DIESEL B, EXCETO S10 (MISTURAS EXPERIMENTAIS)";
195;0600604;"ÓLEO DIESEL A S10";
196;0600605;"ÓLEO DIESEL B S10 (MISTURA OBRIGATóRIA)";
197;0600606;"ÓLEO DIESEL B S10 (MISTURAS AUTORIZATIVAS)";
198;0600607;"ÓLEO DIESEL B S10 (MISTURAS EXPERIMENTAIS)";
199;0600608;"ÓLEO DIESEL MARíTIMO";
200;0600609;"OUTROS óLEOS COMBUSTíVEIS, EXCETO OS CLASSIFICADOS NO CEST 06.006.10 E 06.006.11";
201;0600610;"ÓLEO COMBUSTíVEL DERIVADO DE XISTO";
202;0600611;"ÓLEO COMBUSTíVEL PESADO";
203;0600700;"ÓLEOS LUBRIFICANTES";
204;0600800;"OUTROS óLEOS DE PETRóLEO OU DE MINERAIS BETUMINOSOS (EXCETO óLEOS BRUTOS) E PREPARAçõES NãO ESPECIFICADAS NEM COMPREENDIDAS NOUTRAS POSIçõES, QUE CONTENHAM, COMO CONSTITUINTES BáSICOS, 70% OU MAIS, EM PESO, DE óLEOS DE PETRóLEO OU DE MINERAIS BETUMINOSOS, EXCETO OS QUE CONTENHAM BIODIESEL, EXCETO OS RESíDUOS DE óLEOS E EXCETO AS GRAXAS LUBRIFICANTES";
205;0600801;"GRAXA LUBRIFICANTE";
206;0600900;"RESíDUOS DE óLEOS";
207;0601000;"GáS DE PETRóLEO E OUTROS HIDROCARBONETOS GASOSOS, EXCETO GLP, GLGN, GáS NATURAL E GáS DE XISTO.";
208;0601100;"GáS LIQUEFEITO DE PETRóLEO EM BOTIJãO DE 13 KG (GLP)";
209;0601101;"GáS LIQUEFEITO DE PETRóLEO (GLP), EXCETO EM BOTIJãO DE 13 KG";
210;0601102;"GáS LIQUEFEITO DE PETRóLEO EM BOTIJãO DE 13 KG (GLGNN)";
211;0601103;"GáS LIQUEFEITO DE PETRóLEO (GLGNN), EXCETO EM BOTIJãO DE 13 KG";
212;0601104;"GáS LIQUEFEITO DE PETRóLEO EM BOTIJãO DE 13 KG (GLGNI)";
213;0601105;"GáS LIQUEFEITO DE PETRóLEO (GLGNI), EXCETO EM BOTIJãO DE 13 KG";
214;0601106;"GáS LIQUEFEITO DE PETRóLEO EM BOTIJãO DE 13 KG (MISTURAS)";
215;0601107;"GáS LIQUEFEITO DE PETRóLEO (MISTURAS), EXCETO EM BOTIJãO DE 13 KG";
216;0601200;"GáS NATURAL LIQUEFEITO";
217;0601300;"GáS NATURAL GASOSO";
218;0601400;"GáS DE XISTO";
219;0601500;"COQUE DE PETRóLEO E OUTROS RESíDUOS DE óLEO DE PETRóLEO OU DE MINERAIS BETUMINOSOS";
220;0601600;"BIODIESEL E SUAS MISTURAS, QUE NãO CONTENHAM OU QUE CONTENHAM MENOS DE 70%, EM PESO, DE óLEOS DE PETRóLEO OU DE óLEOS MINERAIS BETUMINOSOS";
221;0601700;"PREPARAçõES LUBRIFICANTES, EXCETO AS CONTENDO, COMO CONSTITUINTES DE BASE, 70% OU MAIS, EM PESO, DE óLEOS DE PETRóLEO OU DE MINERAIS BETUMINOSOS";
222;0601800;"ÓLEOS DE PETRóLEO OU DE MINERAIS BETUMINOSOS (EXCETO óLEOS BRUTOS) E PREPARAçõES NãO ESPECIFICADAS NEM COMPREENDIDAS NOUTRAS POSIçõES, QUE CONTENHAM, COMO CONSTITUINTES BáSICOS, 70% OU MAIS, EM PESO, DE óLEOS DE PETRóLEO OU DE MINERAIS BETUMINOSOS, QUE CONTENHAM BIODIESEL, EXCETO OS RESíDUOS DE óLEOS";
223;0700100;"ENERGIA ELéTRICA";
224;0800100;"FERRAMENTAS DE BORRACHA VULCANIZADA NãO ENDURECIDA";
225;0800200;"FERRAMENTAS, ARMAçõES E CABOS DE FERRAMENTAS, DE MADEIRA";
226;0800300;"MóS E ARTEFATOS SEMELHANTES, SEM ARMAçãO, PARA MOER, DESFIBRAR, TRITURAR, AMOLAR, POLIR, RETIFICAR OU CORTAR; PEDRAS PARA AMOLAR OU PARA POLIR, MANUALMENTE, E SUAS PARTES, DE PEDRAS NATURAIS, DE ABRASIVOS NATURAIS OU ARTIFICIAIS AGLOMERADOS OU DE CERâMICA, MESMO COM PARTES DE OUTRAS MATéRIAS";
227;0800400;"PáS, ALVIõES, PICARETAS, ENXADAS, SACHOS, FORCADOS E FORQUILHAS, ANCINHOS E RASPADEIRAS; MACHADOS, PODõES E FERRAMENTAS SEMELHANTES COM GUME; TESOURAS DE PODAR DE TODOS OS TIPOS; FOICES E FOICINHAS, FACAS PARA FENO OU PARA PALHA, TESOURAS PARA SEBES, CUNHAS E OUTRAS FERRAMENTAS MANUAIS PARA AGRICULTURA, HORTICULTURA OU SILVICULTURA";
228;0800500;"FOLHAS DE SERRAS DE FITA";
229;0800600;"LâMINAS DE SERRAS MáQUINAS";
230;0800700;"SERRAS MANUAIS E OUTRAS FOLHAS DE SERRAS (INCLUíDAS AS FRESAS-SERRAS E AS FOLHAS NãO DENTADAS PARA SERRAR), EXCETO AS CLASSIFICADAS NOS CEST 08.005.00 E 08.006.00";
231;0800800;"LIMAS, GROSAS, ALICATES (MESMO CORTANTES), TENAZES, PINçAS, CISALHAS PARA METAIS, CORTA-TUBOS, CORTA-PINOS, SACA-BOCADOS E FERRAMENTAS SEMELHANTES, MANUAIS, EXCETO AS PINçAS PARA SOBRANCELHAS CLASSIFICADAS NA POSIçãO 8203.20.90";
232;0800900;"CHAVES DE PORCAS, MANUAIS (INCLUíDAS AS CHAVES DINAMOMéTRICAS); CHAVES DE CAIXA INTERCAMBIáVEIS, MESMO COM CABOS";
233;0801000;"FERRAMENTAS MANUAIS (INCLUíDOS OS DIAMANTES DE VIDRACEIRO) NãO ESPECIFICADAS NEM COMPREENDIDAS EM OUTRAS POSIçõES, LAMPARINAS OU LâMPADAS DE SOLDAR (MAçARICOS) E SEMELHANTES; TORNOS DE APERTAR, SARGENTOS E SEMELHANTES, EXCETO OS ACESSóRIOS OU PARTES DE MáQUINAS-FERRAMENTAS; BIGORNAS; FORJAS-PORTáTEIS; MóS COM ARMAçãO, MANUAIS OU DE PEDAL";
234;0801100;"FERRAMENTAS DE PELO MENOS DUAS DAS POSIçõES 8202 A 8205, ACONDICIONADAS EM SORTIDOS PARA VENDA A RETALHO";
235;0801200;"FERRAMENTAS DE ROSCAR INTERIOR OU EXTERIORMENTE; DE MANDRILAR OU DE BROCHAR; E DE FRESAR";
